"","X","person","day","cause_short","month","year","canine","dept_name","state","position"
"195",16481,"Policeman Luis A. Chaves-Canabal","Sat","Gunfire","Dec",1980,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"196",16501,"Police Officer Richard N. Callwood","Mon","Gunfire","Dec",1980,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"197",16578,"Agent Felipe Pratts-Ferrer","Wed","Automobile accident","May",1981,FALSE,"Puerto Rico Police Department"," PR","Agent"
"198",16600,"Patrolman Fasiolepia F. Ta'Ase","Sun","Assault","Jun",1981,FALSE,"American Samoa Department of Public Safety"," AS","Patrolman"
"199",16669,"Policeman Justo Surillo-Santiago","Tue","Gunfire","Oct",1981,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"200",16690,"Policeman Jose Luis Troche-Vargas","Wed","Gunfire","Dec",1981,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"201",16692,"Chief of Police Jake James McCullough","Sat","Automobile accident","Dec",1981,FALSE,"Hannahville Tribal Police Department"," TR","Chief of Police"
"202",16700,"Policeman Jorge Martines-Garcia","Sun","Gunfire","Dec",1981,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"203",16740,"Captain Justino Tudela Arriola","Sun","Gunfire","Feb",1982,FALSE,"Northern Mariana Islands Police Department"," MP","Captain"
"204",16749,"Policeman Angel R. Camacho-Rodriguez","Sat","Gunfire","Mar",1982,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"205",16780,"Policeman Wilfredo Cotto-Aponte","Tue","Gunfire","May",1982,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"206",16789,"Policeman Ricardo Silva-Morales","Fri","Gunfire","Jun",1982,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"207",16824,"Policeman Angel Reyes-Zayas","Sat","Gunfire","Aug",1982,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"208",16860,"Special Agent Jose Juan Ofray-Vazquez","Thu","Gunfire","Oct",1982,FALSE,"Puerto Rico Police Department"," PR","Special Agent"
"209",16901,"Policeman Guadalupe Sanchez-Morales","Sat","Automobile accident","Dec",1982,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"210",16914,"Policeman Raul Maldonado-Coreano","Fri","Gunfire","Jan",1983,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"211",16956,"Policeman David F. Perez-Valentin","Tue","Gunfire","Mar",1983,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"212",16968,"Chief of Police Milton Paul Antone","Thu","Gunfire","Apr",1983,FALSE,"Ak-Chin Tribal Police Department"," TR","Chief of Police"
"213",16994,"Policeman Jesus Diaz-Batista","Sat","Gunfire","Jun",1983,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"214",16998,"Policeman William Santiago-Pagan","Tue","Gunfire","Jun",1983,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"215",17027,"Policeman Jesus M. Ortiz-Otero","Mon","Vehicle pursuit","Aug",1983,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"216",17051,"Agent Rafael Cumba-Ortiz","Fri","Gunfire","Sep",1983,FALSE,"Puerto Rico Police Department"," PR","Agent"
"217",17056,"Police Officer I Raymond S. Sanchez","Fri","Gunfire","Sep",1983,FALSE,"Guam Police Department"," GU","Police Officer"
"218",17085,"Police Officer II Abraham Sablan Quitugua","Mon","Gunfire","Nov",1983,FALSE,"Northern Mariana Islands Police Department"," MP","Police Officer"
"219",17152,"Sergeant Dario Figueroa-Rodriguez","Mon","Gunfire","Mar",1984,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"220",17190,"Policeman Carlos J. Andaluz-Mendez","Tue","Struck by vehicle","Jun",1984,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"221",17261,"Policeman Hilarino Silva-Rosario","Fri","Gunfire","Nov",1984,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"222",17292,"Policeman Carlos A. Velasquez-Colon","Tue","Gunfire","Jan",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"223",17322,"Second Lieutenant Isidro Rodriguez-Monclova","Mon","Gunfire","Mar",1985,FALSE,"Puerto Rico Police Department"," PR","Lieutenant"
"224",17338,"Investigator Pablo Ramirez-Morales","Thu","Gunfire","Apr",1985,FALSE,"Puerto Rico Police Department"," PR","Investigator"
"225",17397,"Lieutenant Moises Perez-Fraticelli","Mon","Gunfire","Jul",1985,FALSE,"Puerto Rico Police Department"," PR","Lieutenant"
"226",17406,"Policeman Eladio Aponte-Rivera","Fri","Gunfire","Aug",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"227",17412,"Policeman Ramon Luis Reyes-Rosa","Thu","Gunfire","Aug",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"228",17430,"Policeman Osvaldo Santiago-Oliver","Mon","Gunfire","Sep",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"229",17436,"Policeman Homero Ortiz-Martinez","Sun","Automobile accident","Oct",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"230",17437,"Policeman Herminio Lopez-Pilar","Sun","Automobile accident","Oct",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"231",17438,"Sergeant Francisco Diaz-Melendez","Sun","Automobile accident","Oct",1985,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"232",17439,"Policeman Pedro Burgos-Lacourt","Mon","Drowned","Oct",1985,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"233",17462,"Police Officer I Manuel Anthony ""Manny"" Aquino","Thu","Gunfire (Accidental)","Dec",1985,FALSE,"Guam Police Department"," GU","Police Officer"
"234",17495,"Policeman Ivan Silva Sanabria","Sat","Struck by vehicle","Feb",1986,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"235",17496,"Policeman Wilfredo Calderon-Morales","Sun","Gunfire (Accidental)","Feb",1986,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"236",17514,"Lieutenant John King Healy","Sun","Automobile accident","Feb",1986,FALSE,"Seminole Police Department"," TR","Lieutenant"
"237",17519,"Sergeant Moises Ortiz-Torres","Tue","Gunfire","Mar",1986,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"238",17539,"Policeman Ismael Muniz Garcia","Mon","Gunfire","Apr",1986,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"239",17547,"Policeman Jose Alberto Alvarez-Rivera","Tue","Gunfire","May",1986,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"240",17578,"Policeman Miguel Gonzalez-Torres","Wed","Gunfire","Jul",1986,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"241",17591,"Agent Euclides Lasanta-Correa","Fri","Gunfire","Aug",1986,FALSE,"Puerto Rico Police Department"," PR","Agent"
"242",17600,"Sergeant Louis A. Millard","Wed","Gunfire","Aug",1986,FALSE,"Colville Tribal Police Department"," TR","Sergeant"
"243",17674,"Policeman Roberto R. Padro","Sun","Struck by vehicle","Jan",1987,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"244",17746,"Correctional Officer Douglas W. Mashburn","Tue","Stabbed","Jun",1987,FALSE,"Guam Department of Corrections"," GU","Correctional Officer"
"245",17763,"Sergeant Alberto Alvarado-Velez","Wed","Gunfire","Jul",1987,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"246",17817,"Policeman Robert Williams Santos-Lopez","Tue","Gunfire (Accidental)","Nov",1987,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"247",17832,"Police Officer Andy Begay","Sat","Gunfire","Dec",1987,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"248",17833,"Police Officer Roy Lee Stanley","Sat","Gunfire","Dec",1987,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"249",17963,"Officer Roderick Henry","Wed","Struck by train","Sep",1988,FALSE,"Warm Springs Tribal Police Department"," TR","Police Officer"
"250",18002,"Officer Paul Giles Boirie","Mon","Gunfire","Oct",1988,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"251",18049,"Policeman William Acevedo-Martinez","Tue","Assault","Jan",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"252",18065,"Policeman Luis F. Rios-Rivera","Fri","Gunfire","Jan",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"253",18111,"Policeman Luis B. Vega-Cotto","Sun","Gunfire","Apr",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"254",18117,"Investigator Rafael E. Rivera-Hernandez","Tue","Gunfire","May",1989,FALSE,"Puerto Rico Police Department"," PR","Investigator"
"255",18135,"Policeman Douglas Ortiz-Jusino","Mon","Gunfire","Jun",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"256",18151,"Corrections Officer Antonio Alvarado","Fri","Assault","Jul",1989,FALSE,"Puerto Rico Department of Corrections and Rehabilitation"," PR","Correctional Officer"
"257",18161,"Policeman Jose Juan Torres-Gomez","Fri","Gunfire","Aug",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"258",18162,"Policeman Ricardo A. Vargas-Alvira","Fri","Gunfire","Aug",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"259",18184,"Police Officer I Eddie Aguon Santos","Wed","Aircraft accident","Sep",1989,FALSE,"Guam Police Department"," GU","Police Officer"
"260",18207,"Sergeant Ivan Cuevas Dones","Wed","Gunfire","Oct",1989,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"261",18233,"Policeman Pablo Rodriguez-Rivera","Thu","Stabbed","Dec",1989,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"262",18265,"Officer Pablo Navarro-DeLeon","Fri","Gunfire","Feb",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"263",18267,"Police Officer Luis Morales-Rivera","Tue","Struck by vehicle","Feb",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"264",18284,"Officer Isidro Lugo-Suarez","Fri","Gunfire","Apr",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"265",18285,"Officer Carlos Correa-Serrano","Sat","Gunfire","Apr",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"266",18338,"Officer Eladio Rivera-Osorio","Sat","Vehicular assault","Jun",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"267",18369,"Officer Pedro Sanchez-Lopez","Thu","Gunfire","Sep",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"268",18370,"Officer Jose Bernabe-Gonzalez","Thu","Gunfire","Sep",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"269",18390,"Officer Franklin Torres","Sun","Vehicular assault","Nov",1990,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"270",18397,"Officer Delford H. Kay","Thu","Automobile accident","Nov",1990,FALSE,"Ute Mountain Ute Tribal Police Department"," TR","Police Officer"
"271",18420,"Police Officer Carmelo Colon-Medina","Wed","Gunfire","Jan",1991,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"272",18424,"Police Officer Dexter L. Mardenborough","Sun","Gunfire","Jan",1991,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"273",18432,"Agent Efrain Hernandez de Leon","Wed","Gunfire","Feb",1991,FALSE,"Puerto Rico Police Department"," PR","Agent"
"274",18437,"Agent Alejo Maldonado-Serrano","Mon","Gunfire","Mar",1991,FALSE,"Puerto Rico Police Department"," PR","Agent"
"275",18454,"Police Officer Carlos William Sepulveda-Caraballo","Fri","Gunfire","Apr",1991,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"276",18473,"Police Officer Carmelo Ortiz-Rivera","Sun","Gunfire","May",1991,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"277",18490,"Police Officer Emilio Quinones-Santana","Wed","Gunfire","Jun",1991,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"278",18526,"Police Officer Angel Luis Rivera-Delgado","Tue","Vehicle pursuit","Sep",1991,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"279",18527,"Agent Ramon Luis Galarza-Torres","Sun","Gunfire","Sep",1991,FALSE,"Puerto Rico Police Department"," PR","Agent"
"280",18528,"Sergeant Tomas Pantojas de Jesus","Tue","Gunfire","Oct",1991,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"281",18537,"Wildlife Officer Donald Dante Thornbury","Mon","Drowned","Oct",1991,FALSE,"Miccosukee Tribal Police Department"," TR","Police Officer"
"282",18584,"Sergeant Genaro Matos-Rivera","Mon","Gunfire","Feb",1992,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"283",18598,"Agent Santos Febus Ocasio","Fri","Gunfire","Mar",1992,FALSE,"Puerto Rico Police Department"," PR","Agent"
"284",18615,"Agent Ricardo Atiles-Quinones","Mon","Gunfire","May",1992,FALSE,"Puerto Rico Police Department"," PR","Agent"
"285",18681,"Agent Jimmy Wilson Ortiz-Valentin","Tue","Gunfire","Sep",1992,FALSE,"Puerto Rico Police Department"," PR","Agent"
"286",18686,"Police Officer Jose Ramon Hernandez-Rodriguez","Sun","Gunfire","Oct",1992,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"287",18698,"Police Officer Raul Gonzalez-Mulero","Tue","Gunfire","Oct",1992,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"288",18708,"Police Officer Julio Ferreira-Bonilla","Tue","Gunfire","Nov",1992,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"289",18726,"Police Officer Angel Luis Marquez-Rivera","Fri","Gunfire","Dec",1992,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"290",18740,"Investigator Israel Aviles-Olivo","Mon","Gunfire","Feb",1993,FALSE,"Puerto Rico Police Department"," PR","Investigator"
"291",18769,"Patrol Officer Jeffrey Scott Skenandore","Tue","Automobile accident","Mar",1993,FALSE,"Oneida Tribal Police Department"," TR","Police Officer"
"292",18780,"Commander Angel Francisco Rodriguez-Melendez","Fri","Gunfire","Apr",1993,FALSE,"Puerto Rico Police Department"," PR","Commander"
"293",18813,"Police Officer Aurea Esther Diaz-Encarnacion","Sun","Gunfire","Jul",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"294",18824,"Police Officer Jose Ramon Bonilla-Gonzalez","Mon","Aircraft accident","Jul",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"295",18825,"Police Officer Edgardo Luis Gutierrez-Colon","Mon","Aircraft accident","Jul",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"296",18826,"Police Officer William Burgos-Colon","Mon","Aircraft accident","Jul",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"297",18832,"Police Officer Norberto Ortiz-Ocasio","Wed","Gunfire","Aug",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"298",18834,"Sergeant Eduardo Hernandez-Marin","Thu","Gunfire","Aug",1993,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"299",18854,"Sergeant Primitivo Marquez-Alejandro","Tue","Gunfire","Oct",1993,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"300",18864,"Agent Miguel Angel Massas-Perez","Fri","Gunfire","Nov",1993,FALSE,"Puerto Rico Police Department"," PR","Agent"
"301",18880,"Police Officer Juan Cotto-Santana","Sat","Gunfire","Dec",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"302",18882,"Police Officer Franklin Crespo-Concepcion","Wed","Automobile accident","Dec",1993,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"303",18900,"Police Officer Manuel Ocasio-Serrano","Thu","Gunfire","Jan",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"304",18903,"Police Officer Glanville Christopher-Figueroa","Sun","Gunfire","Jan",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"305",18942,"Police Officer Steven A. Hodge","Sun","Gunfire","Mar",1994,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"306",18948,"Acting Chief Isaac Benjamin Martinez","Sun","Gunfire","Apr",1994,FALSE,"San Ildefonso Pueblo Tribal Police"," TR","Acting Chief"
"307",18992,"Police Officer Frankie Maldonado-Delgado","Sun","Gunfire","Aug",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"308",19013,"Police Officer Julio Andino-Rivera","Wed","Gunfire","Sep",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"309",19019,"Police Officer Samuel Hidalgo-Cardona","Mon","Gunfire","Sep",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"310",19020,"Police Officer Roberto Martinez-Orozco","Fri","Gunfire","Sep",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"311",19042,"Police Officer Ivan Mejias Hernandez","Tue","Gunfire","Nov",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"312",19048,"Correctional Officer William Diaz-Pagan","Sat","Gunfire","Nov",1994,FALSE,"Puerto Rico Department of Corrections and Rehabilitation"," PR","Correctional Officer"
"313",19059,"Police Officer Carlos J. Diaz-Martinez","Sat","Gunfire","Nov",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"314",19075,"Police Officer Luis A. Ortiz-Perez","Wed","Motorcycle accident","Dec",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"315",19079,"Police Officer Octoniel Torres-Melendez","Fri","Gunfire","Dec",1994,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"316",19128,"Police Officer Luis M. Hernandez-Vega","Tue","Gunfire","Apr",1995,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"317",19146,"Agent Wilfredo Rojas-Albino","Thu","Gunfire","Apr",1995,FALSE,"Puerto Rico Police Department"," PR","Agent"
"318",19215,"Officer Gilbert Manglona Taisacan","Mon","Gunfire","Aug",1995,FALSE,"Northern Mariana Islands Police Department"," MP","Police Officer"
"319",19231,"Police Officer Hector Luis Calderon-Romero","Sun","Gunfire","Sep",1995,FALSE,"Carolina Municipal Police Department"," PR","Police Officer"
"320",19252,"Agent William Perez-Madera","Sun","Vehicle pursuit","Nov",1995,FALSE,"Puerto Rico Police Department"," PR","Agent"
"321",19253,"Lieutenant Hector M. Nozario-Torres","Sun","Vehicle pursuit","Nov",1995,FALSE,"Puerto Rico Police Department"," PR","Lieutenant"
"322",19259,"Sergeant Ronald Eugene Kelley","Mon","Gunfire","Nov",1995,FALSE,"Ak-Chin Tribal Police Department"," TR","Sergeant"
"323",19274,"Sergeant Hoskie Allen Gene","Sat","Assault","Jan",1996,FALSE,"Navajo Division of Public Safety"," TR","Sergeant"
"324",19311,"Police Officer Ivan Fontanez-Bruno","Sun","Gunfire","Mar",1996,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"325",19353,"Agent Victor Luis Colon-Brunet","Thu","Gunfire","Jul",1996,FALSE,"Puerto Rico Police Department"," PR","Agent"
"326",19354,"Deputy Marshal II Victor M. Andorno-Torres","Thu","Gunfire","Jul",1996,FALSE,"Puerto Rico Commonwealth Marshal's Office"," PR","Marshal"
"327",19355,"Deputy Marshal II Pascual Gomez-Lopez","Thu","Gunfire","Jul",1996,FALSE,"Puerto Rico Commonwealth Marshal's Office"," PR","Marshal"
"328",19365,"Police Officer Miguel A. Ocasio-Vazquez","Fri","Gunfire","Aug",1996,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"329",19371,"Sergeant Severo Firpi-Solis","Tue","Gunfire (Accidental)","Sep",1996,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"330",19379,"Agent Wilfredo Luis Berenguer-Calderon","Tue","Automobile accident","Oct",1996,FALSE,"Puerto Rico Police Department"," PR","Agent"
"331",19380,"Agent Hector R. Melendez-Rosa","Tue","Automobile accident","Oct",1996,FALSE,"Puerto Rico Police Department"," PR","Agent"
"332",19381,"Agent Roberto Luis Batista-Rosario","Tue","Automobile accident","Oct",1996,FALSE,"Puerto Rico Police Department"," PR","Agent"
"333",19402,"Policeman Miguel Angel Santiago-Garayua","Thu","Vehicular assault","Dec",1996,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"334",19423,"Police Officer Pedro E. Mercado-Alvira","Thu","Gunfire","Jan",1997,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"335",19445,"Police Officer II Samuel Anthony Redhouse","Mon","Gunfire","Feb",1997,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"336",19476,"Agent Ernesto Caballero-Vega","Sat","Gunfire","Apr",1997,FALSE,"Puerto Rico Police Department"," PR","Agent"
"337",19481,"Police Officer Ismael Morales-Chico","Mon","Struck by vehicle","Apr",1997,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"338",19508,"Agent Lucy Echevarria-Colon","Mon","Vehicular assault","Jun",1997,FALSE,"Puerto Rico Police Department"," PR","Agent"
"339",19554,"Agent Dixon Matos-Colon","Thu","Gunfire","Oct",1997,FALSE,"Puerto Rico Police Department"," PR","Agent"
"340",19555,"Agent Geraldo A. Santiago-Vazquez","Thu","Gunfire","Oct",1997,FALSE,"Puerto Rico Police Department"," PR","Agent"
"341",19632,"Police Officer Roberto Román-Torres","Fri","Gunfire","Feb",1998,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"342",19634,"Deputy Marshal III Randy Arnaldo Stephens","Mon","Gunfire (Accidental)","Feb",1998,FALSE,"Virgin Islands Office of the Superior Court Marshal"," VI","Marshal"
"343",19651,"Police Officer Michael Steven Delgado","Thu","Vehicular assault","Apr",1998,FALSE,"Tohono O'odham Nation Police Department"," TR","Police Officer"
"344",19681,"Police Officer I Sa Fuimaono","Wed","Drowned","Jun",1998,FALSE,"American Samoa Department of Public Safety"," AS","Police Officer"
"345",19683,"Police Officer Esther Todecheene","Mon","Automobile accident","Jun",1998,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"346",19721,"Sergeant Billy Colón-Crespo","Mon","Gunfire","Aug",1998,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"347",19722,"Sergeant Ramón Manuel Ramirez-Castro","Mon","Gunfire","Aug",1998,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"348",19732,"Agent Waleska Baez-Lugo","Fri","Vehicle pursuit","Sep",1998,FALSE,"Puerto Rico Police Department"," PR","Agent"
"349",19738,"Agent Pablo Alvarez-Carrión","Fri","Automobile accident","Sep",1998,FALSE,"Puerto Rico Police Department"," PR","Agent"
"350",19763,"Agent Shakeer Luvice-Mora","Fri","Gunfire","Nov",1998,FALSE,"Puerto Rico Police Department"," PR","Agent"
"351",19767,"Sergeant William Bula-Reyes","Sun","Gunfire","Nov",1998,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"352",19772,"Sergeant Milagros Agosto-Peréz","Mon","Gunfire","Dec",1998,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"353",19780,"Officer Defford Thomas ""D.J."" Oyebi, Jr.","Sun","Automobile accident","Dec",1998,FALSE,"Otoe-Missouria Tribe of Oklahoma Police"," TR","Police Officer"
"354",19789,"Sergeant Rurico E. Rivera-Orengo","Thu","Fall","Jan",1999,FALSE,"Ponce Municipal Police Department"," PR","Sergeant"
"355",19790,"Sergeant Felix M. Rivera-Collazo","Thu","Fall","Jan",1999,FALSE,"Ponce Municipal Police Department"," PR","Sergeant"
"356",19823,"Police Officer Winsonfred A. Filfred","Fri","Automobile accident","Apr",1999,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"357",19917,"Agent Dennis M. Burgos-Otero","Sat","Gunfire","Nov",1999,FALSE,"Puerto Rico Police Department"," PR","Agent"
"358",19924,"Officer Tenny Gatewood, Jr.","Thu","Gunfire","Dec",1999,FALSE,"White Mountain Apache Tribal Police Department"," TR","Police Officer"
"359",19958,"Police Officer Wilfredo Sánchez-Santiago","Fri","Motorcycle accident","Jan",2000,FALSE,"San Juan Police Department"," PR","Police Officer"
"360",19999,"Police Officer José R. Ortiz Santiago","Fri","Automobile accident","May",2000,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"361",20022,"Police Officer Kelmer Harwin One Feather","Sat","Assault","Jul",2000,FALSE,"Oglala Sioux Tribal Police"," TR","Police Officer"
"362",20091,"Agent Jorge De Jesus Colon","Wed","Gunfire","Nov",2000,FALSE,"Puerto Rico Police Department"," PR","Agent"
"363",20092,"Police Officer Orlando Casado Molina","Sun","Motorcycle accident","Nov",2000,FALSE,"Carolina Municipal Police Department"," PR","Police Officer"
"364",20138,"Police Officer Alexis Martinez-Pacheco","Sun","Gunfire","Feb",2001,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"365",20141,"Police Officer Jose Perez-Hernandez","Wed","Gunfire","Feb",2001,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"366",20147,"Police Officer Jose A. Torres-Rodriquez","Sun","Gunfire","Mar",2001,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"367",20149,"Police Officer Wilfredo Monserrate-Rivera","Tue","Gunfire","Mar",2001,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"368",20191,"Agent Miguel F. Gomez-Guilfu","Sun","Vehicular assault","Jun",2001,FALSE,"Puerto Rico Police Department"," PR","Agent"
"369",20194,"Police Officer William Camacho-Rivera","Fri","Vehicular assault","Jun",2001,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"370",20332,"Police Officer Carlos R. Acosta-Ray","Mon","Gunfire","Nov",2001,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"371",20334,"Sergeant Shelby Dean Blackfox","Tue","Motorcycle accident","Nov",2001,FALSE,"Cherokee Nation Marshal Service"," TR","Sergeant"
"372",20350,"Agent Jose Manuel Salgado-Felix","Tue","Gunfire","Dec",2001,FALSE,"Puerto Rico Police Department"," PR","Agent"
"373",20368,"Agent Miguel Angel Sanchez-Febo","Fri","Gunfire","Jan",2002,FALSE,"San Juan Police Department"," PR","Agent"
"374",20370,"Agent Rafael Lopez-Colon","Tue","Gunfire","Jan",2002,FALSE,"San Juan Police Department"," PR","Agent"
"375",20377,"Agent Angela Ruiz-Arroyo","Mon","Gunfire","Jan",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"376",20378,"Sergeant Hector L. Ortiz-Alvarez","Tue","Gunfire (Accidental)","Jan",2002,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"377",20400,"Agent Jose L. Garcia-Baez","Tue","Gunfire","Apr",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"378",20402,"Police Officer Victor De Pedro-Fernandez","Sat","Automobile accident","Apr",2002,FALSE,"San Juan Police Department"," PR","Police Officer"
"379",20419,"Police Officer Robert James Taylor, Sr.","Mon","Drowned","May",2002,FALSE,"Rocky Boy's Tribal Police Department"," TR","Police Officer"
"380",20426,"Agent Juan Carlos Nieves-Ramos","Thu","Gunfire","Jun",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"381",20453,"Police Officer Kevin William Schultz","Sat","Drowned","Aug",2002,FALSE,"Pojoaque Pueblo Tribal Police Department"," TR","Police Officer"
"382",20462,"Agent Yesenia Nieves-Ruiz","Sat","Gunfire","Aug",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"383",20468,"Agent Ruben Kuilan-Torres","Sat","Gunfire","Sep",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"384",20477,"Agent Wilbert Rodriguez-Sepulveda","Thu","Gunfire","Sep",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"385",20512,"Agent Guillermo Garcia-Martir","Wed","Struck by vehicle","Dec",2002,FALSE,"Puerto Rico Police Department"," PR","Agent"
"386",20534,"Agent Benedicto Rosado-Trinidad","Thu","Motorcycle accident","Jan",2003,FALSE,"San Juan Police Department"," PR","Agent"
"387",20565,"Agent Angel Gonzalez-Fontanez","Sun","Vehicle pursuit","Apr",2003,FALSE,"San Juan Police Department"," PR","Agent"
